Accounts Fee Code :,,,,,,
ACCOUNTID,Account Name,Account Type,Retained Margin Umbrella no Expenses,Retained Margin Umbrella with Expenses,Retained Margin Non CIS (SE),Retained Margin CIS
zcrm_1171216000010330218,Chippie recruitment,Agency,,,,
zcrm_1171216000010336345,Pertemps driving director newcastle,,,,,
zcrm_1171216000010382021,MPower Plus Recruitment,Agency,,,,
zcrm_1171216000010389011,Barker Ross recruitment - Cardiff,Agency,£20,£20,NA,£20
zcrm_1171216000010389012,Barker Ross recruitment - Leeds,Agency,£20,£20,NA,£20
zcrm_1171216000010389013,Barker Ross recruitment - Lincoln,Agency,£20,£20,NA,£20
zcrm_1171216000010389014,Barker Ross recruitment - London Industrial,Agency,£20,£20,14.95,£20
zcrm_1171216000010389015,Barker Ross recruitment - london Construction,Agency,£20,£20,NA,£20
zcrm_1171216000010389016,Barker Ross Recruitment - Milton Keynes,Agency,£20,£20,NA,£20
zcrm_1171216000010389017,Barker Ross recruitment - Northampton,Agency,£20,£20,NA,£20
zcrm_1171216000010389021,Barker Ross recruitment - Peterborough,Agency,£20,£20,NA,£20
zcrm_1171216000010403001,NW Rail Limited,Agency,,,,
zcrm_1171216000010440009,Southeast Construction & Recruitment Ltd,Agency,,,,
zcrm_1171216000010440059,Extraman,Agency,,,,
zcrm_1171216000010444009,Headway Recruitment Leeds,,,,,
zcrm_1171216000010444027,Hunter Education Manchester,,,,,
zcrm_1171216000010451123,Provide Education,Agency,,,,
zcrm_1171216000010451225,Workstream,Agency,,,,
zcrm_1171216000010494151,Highland Fabricators,Agency,"£12 pw on £15 or less, £18 pw on £15.01ph  and above","£12 pw on £15 or less, £18 pw on £15.01ph  and above",NA,NA
zcrm_1171216000010500033,QS Recruitment Leicester,Agency,,,,
zcrm_1171216000010502035,Formel D,End Client,,,,
zcrm_1171216000010502077,AltaBlue,,,,,
zcrm_1171216000010502105,GPW Warrington,,,,,
zcrm_1171216000010502127,Four Financial Recruitment,Agency,,,,
zcrm_1171216000010502131,Positive Mental Health,Agency,,,,
zcrm_1171216000010503013,TJK Recruitment Ltd,Agency,,,,
zcrm_1171216000010503023,Alpha Resourcing REC2REC,Agency,,,,
zcrm_1171216000010503033,Theo James Recruitment,Agency,,,,
zcrm_1171216000010509015,Edu Teach - Birmingham,Agency,,,,
zcrm_1171216000010509051,SImply Technical duplicate3,Agency,,,,
zcrm_1171216000010509055,SImply Technical duplicate2,Agency,,,,
zcrm_1171216000010509059,SImply Technical,Agency,,,,
zcrm_1171216000010515193,Randstad Sourceright,Agency,,,,
zcrm_1171216000010523053,Premier Media,Agency,,,,
zcrm_1171216000010533087,Clearwater People Solutions,Agency,£20,£20,NA,NA
zcrm_1171216000010551019,Purely Education,Agency,,,,
zcrm_1171216000010552245,CY Resourcing,Agency,,,,
zcrm_1171216000010552255,RAPP,Agency,,,,
zcrm_1171216000010552555,Zachary Daniels Recruitment Group,Agency,,,,
zcrm_1171216000010553001,The Workshop Partnership Ltd,Agency,,,,
zcrm_1171216000010553005,Pure Resourcing Solutions,Agency,,,,
zcrm_1171216000010553009,Trillium Associates,Agency,,,,
zcrm_1171216000010553013,FORMAN IT,Agency,,,,
zcrm_1171216000010583483,A Star Teachers,Agency,,,,
zcrm_1171216000010594007,Advocate Recruitment,,,,,
zcrm_1171216000010626003,VSL Careers,Agency,,,,
zcrm_1171216000010626127,Munro Group,Agency,£12.5,£12.5,NA,£12.5
zcrm_1171216000010626183,1four1 Recruitment,Agency,,,,
zcrm_1171216000010634007,Top Care,,,,,
zcrm_1171216000010636319,Juice Recruitment,Agency,,,,
zcrm_1171216000010636341,Envisage Recruitment Limited,Agency,,,,
zcrm_1171216000010646017,MCR Property,End Client,NA,NA,26.90,26.90
zcrm_1171216000010646247,Highland Recruitment,Agency,,,,
zcrm_1171216000010667655,tr,Agency,,,,
zcrm_1171216000010689005,Phoenix Resourcing Services Ltd (PRS Jobs),Agency,,,,
zcrm_1171216000010726019,Active Recruitment Ltd,Agency,£2.88 per day capped @ £12,NA,NA,NA
zcrm_1171216000010752001,Plant Hire 4 U,,,,,
zcrm_1171216000010755095,Red Snapper Group,Agency,£15,£15,NA,NA
zcrm_1171216000010769311,Dilectus Group,Agency,,,,
zcrm_1171216000010769325,DMD Recruitment,Agency,,,,
zcrm_1171216000010774031,Recruit Gold Class,Agency,,,,
zcrm_1171216000010774063,Prime Recruitment Group,Agency,,,,
zcrm_1171216000010774073,Mayday Employment Ltd,Agency,,,,
zcrm_1171216000010782867,Datacom Recruitment,Agency,26.90,26.90,NA,NA
zcrm_1171216000010794249,Skills Resource,Agency,,,,
zcrm_1171216000010794299,Corvus,Agency,,,,
zcrm_1171216000010805117,Intelligent People,Agency,,,,
zcrm_1171216000010837013,U-link Consulting,Agency,,,,
zcrm_1171216000010894097,Medical Crew Ltd,Agency,,,,
zcrm_1171216000010899013,ONE Facilities Ltd,End Client,,,,
zcrm_1171216000010904433,DC Employment Solutions,Agency,,,,
zcrm_1171216000010904457,Titan Recruitment,Agency,,,,
zcrm_1171216000010904491,Drive Force,Agency,,,,
zcrm_1171216000010906459,Barker Ross Manchester,Agency,£20,£20,NA,£20
zcrm_1171216000010945035,Pertemps Drivers Birmingham,Agency,,,,
zcrm_1171216000010954343,Chapman Tate Associates,Agency,,,,
zcrm_1171216000010954595,Wilton Engineering,Agency,,,,
zcrm_1171216000010978031,Red Wigwam,Agency,,,,
zcrm_1171216000011001500,Capital Recruitment Group,Agency,£16,£16,NA,NA
zcrm_1171216000011013325,Robertson Bell Ltd,Agency,26.90,26.90,NA,NA
zcrm_1171216000011015057,P3 Search and Selection,Agency,,,,
zcrm_1171216000011034001,Test Account 2,Agency,,,,
zcrm_1171216000011126073,Vivid Resourcing HQ London - Victoria,Agency,,,,
zcrm_1171216000011139351,Open,End Client,NA,£24,NA,NA
zcrm_1171216000011139397,Logistics Support Network,Agency,19.45,19.45,NA,NA
zcrm_1171216000011199721,Growing Minds Teaching,Agency,£2.88 pd capped @ £12.50 pw,NA,NA,NA
zcrm_1171216000011199969,Michael Page Cardiff,Agency,,,,
zcrm_1171216000011199995,Michael Page Chiswick,Agency,,,,
zcrm_1171216000011211013,Michael Page Coventry,Agency,,,,
zcrm_1171216000011211041,Michael Page Guildford,Agency,,,,
zcrm_1171216000011211093,Michael Page Leeds,Agency,,,,
zcrm_1171216000011211109,Michael Page Leicester,Agency,,,,
zcrm_1171216000011211197,Michael Page Maidstone,Agency,,,,
zcrm_1171216000011211213,Michael Page Milton Keynes,Agency,,,,
zcrm_1171216000011211257,Michael Page Oxford,Agency,,,,
zcrm_1171216000011223041,Michael Page Reading,Agency,,,,
zcrm_1171216000011223067,Michael Page Sheffield,Agency,,,,
zcrm_1171216000011223093,Michael Page Somerset,Agency,,,,
zcrm_1171216000011223111,Michael Page Southampton,Agency,,,,
zcrm_1171216000011223133,Michael Page St Albans,Agency,,,,
zcrm_1171216000011223169,Page Personnel Slough,Agency,£21,£21,NA,NA
zcrm_1171216000011223191,Page Personnel Weybridge,Agency,,,,
zcrm_1171216000011241091,Aston Jones Recruitment,Agency,,,,
zcrm_1171216000011279163,NAS Recruitment Services Ltd,Agency,£15,£15,NA,NA
zcrm_1171216000011283327,Chapman Black,Agency,,,,
zcrm_1171216000011283349,Clayton Recruitment,Agency,,,,
zcrm_1171216000011283369,O'Rourke Personnel Ltd,Agency,,,,
zcrm_1171216000011283389,Marlin Hawk,Agency,,,,
zcrm_1171216000011315081,Spencer Ogden London,Agency,£11,19.46,NA,NA
zcrm_1171216000011368135,Charles Hunter Associates,Agency,£15,£20,NA,NA
zcrm_1171216000011429259,Manning Ltd,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000011494035,Sapient Nitro,Agency,26.90,26.90,NA,NA
zcrm_1171216000011613141,KPJ Group,Agency,18.45,18.45,NA,18.45
zcrm_1171216000011628413,My Care Agency,Agency,,,,
zcrm_1171216000011628703,Fresh Medical Recruitment,Agency,,,,
zcrm_1171216000011668013,i-Texo Recruitment,Agency,4% of gross per week,NA,NA,NA
zcrm_1171216000011672001,Combined Selection Contracting Limited (CSG),Agency,£20,£20,NA,NA
zcrm_1171216000011679053,Workonic,Agency,,,,
zcrm_1171216000011717019,University of Chichester,End Client,NA,NA,NA,NA
zcrm_1171216000011748001,Cubiq,Agency,£18,£18,£18,£18
zcrm_1171216000011763111,A1 Healthcare,Agency,,,,
zcrm_1171216000011865123,XL Engine,Agency,£15,£15,NA,NA
zcrm_1171216000011890237,Finatal,Agency,£24,£24,NA,NA
zcrm_1171216000011940013,snap Education,Agency,,,,
zcrm_1171216000011955139,S and J Driver Recruitment,Agency,£18,£18,NA,NA
zcrm_1171216000012166107,Platinum  Recruitment Specialist,Agency,,,,
zcrm_1171216000012210331,Fortess Fundamenta,Agency,,,,
zcrm_1171216000012229021,Tradeslink Construction,Agency,,,,
zcrm_1171216000012270243,Pertemps Managed Solutions Reading,Agency,,,,
zcrm_1171216000012272595,Goodman Masson,Agency,£24,£24,NA,NA
zcrm_1171216000012401011,England Associates,Agency,,,,
zcrm_1171216000012401025,Pentagon Elite Resourcing,Agency,15.95,15.95,NA,15.95
zcrm_1171216000012564015,Test Account - Stuart,Agency,,,,
zcrm_1171216000012621055,Robert Half - Milton Keynes and Payroll,Agency,,,,
zcrm_1171216000012621303,Keystream Healthcare,Agency,£20,£20,NA,NA
zcrm_1171216000012643051,Edison Pope,Agency,£2.88 per day capped @ £12,NA,NA,NA
zcrm_1171216000012706031,Solid Contracts,Agency,,,,
zcrm_1171216000012748033,TEC Group,Agency,,,,
zcrm_1171216000012750021,Excel IT Limited,End Client,£18,£18,NA,NA
zcrm_1171216000012788065,DCS Leeds,Agency,,,,
zcrm_1171216000012803009,Onezeero,Agency,,,,
zcrm_1171216000012803019,CMC Sales & Recruitment,Agency,,,,
zcrm_1171216000012803029,Executive Talent Solutions,Agency,,,,
zcrm_1171216000012803099,FS1 Recruitment,Agency,,,,
zcrm_1171216000012803109,aigo FIND,Agency,,,,
zcrm_1171216000012803125,Zebra People,Agency,,,,
zcrm_1171216000012803135,CV Bay,Agency,,,,
zcrm_1171216000012803175,M4 Recruitment Group,Agency,,,,
zcrm_1171216000012804007,South West Recruitment,Agency,,,,
zcrm_1171216000012811137,Melbreck Technical Recruitment,Agency,26.90,26.90,NA,NA
zcrm_1171216000012811155,REPL Group,Agency,,,,
zcrm_1171216000012811193,Repose IT,Agency,,,,
zcrm_1171216000012832013,Test Account,Agency,,,,
zcrm_1171216000012865071,Warner Knight,Agency,,,,
zcrm_1171216000012870001,MacArthur Recruitment,Agency,,,,
zcrm_1171216000013089271,Ampersand Consulting,Agency,,,,
zcrm_1171216000013159147,Test Account 4,Agency,,,,
zcrm_1171216000013175023,ISOURCE,Agency,,,,
zcrm_1171216000013221201,Wilde Recruitment,Agency,£20,£20,,
zcrm_1171216000013249011,Oliver Agency,Agency,,,,
zcrm_1171216000013266125,Brook Street Leeds,Agency,,,,
zcrm_1171216000013271275,AIM Recruitment,Agency,,,,
zcrm_1171216000013271713,Workforce Recruitment,Agency,18.45,18.45,NA,NA
zcrm_1171216000013271777,PIE Recruitment,Agency,,,,
zcrm_1171216000013288005,Systematic Recruitment Solutions Limited,Agency,26.90,26.90,NA,NA
zcrm_1171216000013313025,TimePlan Education DUPLICATE,,,,,
zcrm_1171216000013318929,Castlegate,Agency,,,,
zcrm_1171216000013354005,Ajilon,Agency,,,,
zcrm_1171216000013424003,Harper Construction Recruitment,Agency,,,,
zcrm_1171216000013430013,Westpoint Recruitment Manchester,Agency,,,,
zcrm_1171216000013430017,Westpoint Recruitment,Agency,,,,
zcrm_1171216000013443033,Carey Group,Agency,,,,
zcrm_1171216000013443197,Bruckshaw Associates,Agency,,,,
zcrm_1171216000013537043,Horizon Teachers,Agency,£2.88 per day capped @ £12,NA,NA,NA
zcrm_1171216000013539141,Springboard Recruit,Agency,,,,
zcrm_1171216000013566001,Oho Recruitment Group,Agency,16.95,16.95,NA,NA
zcrm_1171216000013566087,NCS Support Solutions,Agency,16.95,16.95,NA,16.95
zcrm_1171216000013566735,Seymour John,Agency,£13,£22,NA,NA
zcrm_1171216000013591001,VGC Group,Agency,,,,
zcrm_1171216000013598383,Aerial Scaffolding,Agency,,,,
zcrm_1171216000013608015,Sugarman Health & Wellbeing Chelmsford,Agency,£15,NA,NA,NA
zcrm_1171216000013609587,DUPLICATE,Agency,,,,
zcrm_1171216000013653301,Sugarman Health and Wellbeing Manchester,Agency,£15,NA,NA,NA
zcrm_1171216000013682473,Goldmills Recruitment,Agency,,,,
zcrm_1171216000013775031,Clement Pierce,Agency,,,,
zcrm_1171216000013775075,Raymond Macie Limited,Agency,,,,
zcrm_1171216000013797215,Elite Care Services,Agency,,,,
zcrm_1171216000013800005,Methods Group,Agency,"£120 per month, unless 5 days or less £26.90.","£120 per month, unless 5 days or less £26.90.",NA,NA
zcrm_1171216000013804111,Cedar Recruitment,Agency,,,,
zcrm_1171216000013814005,Planet Pharma,Agency,£19,£19,NA,NA
zcrm_1171216000013843005,IO Associates,Agency,26.90,26.90,26.90,NA
zcrm_1171216000013845391,Test Account 1,Agency,,,,
zcrm_1171216000013845395,Test Account 2,Agency,,,,
zcrm_1171216000013845399,"Test Account  - Did you get this, Rob?",Agency,,,,
zcrm_1171216000013845403,Test Account 4,Agency,,,,
zcrm_1171216000013845407,Test Account 5,Agency,,,,
zcrm_1171216000013854109,Quest North West,Agency,£17.5,£17.5,NA,NA
zcrm_1171216000013854213,MHR Group,Agency,,,,
zcrm_1171216000013868115,Gibson Global Search,Agency,,,,
zcrm_1171216000013868515,VetPro Recruitment,Agency,,,,
zcrm_1171216000013874025,End Client,,,,,
zcrm_1171216000013877019,Fleet Recruitment,Agency,,,,
zcrm_1171216000013885153,Bramble People,Agency,,,,
zcrm_1171216000013885443,First For Education,Agency,,,,
zcrm_1171216000013900001,USMAART,Agency,,,,
zcrm_1171216000013900011,M2 Recruitment,Agency,,,,
zcrm_1171216000013900015,Sapphire Recruitment,Agency,,,,
zcrm_1171216000014006603,LEXfast Limited,Agency,,,,
zcrm_1171216000014006709,ytyuhn Recruitment,Agency,,,,
zcrm_1171216000014063055,Simply Education Leicester,,,,,
zcrm_1171216000014114107,16 Resourcing Ltd,Agency,,,,
zcrm_1171216000014114123,247 Personnel Ltd,Agency,,,,
zcrm_1171216000014142081,Become Recruitment,Agency,26.90,26.90,NA,NA
zcrm_1171216000014198001,Engineering Technology Recruitment Group,Agency,,,,
zcrm_1171216000014232549,Hunter Charles,Agency,,,,
zcrm_1171216000014245025,BE-IT Edinburgh,Agency,,,,
zcrm_1171216000014254215,Agile Recruitment,Agency,,,,
zcrm_1171216000014274095,Interserve Healthcare,Agency,,,,
zcrm_1171216000014388067,test account,Agency Worker,,,,
zcrm_1171216000014432757,Carrot Pharma,Agency,,,,
zcrm_1171216000014445829,Search Healthcare Manchester,Agency,,,,
zcrm_1171216000014487013,KMS Partners,Agency,,,,
zcrm_1171216000014499045,Experis,Agency,21.95,21.95,,21.95
zcrm_1171216000014527003,Barker Ross Liverpool,Agency,£20,£20,NA,£20
zcrm_1171216000014548145,Randstad Reading,Agency,,,,
zcrm_1171216000014573195,All Office Ltd,Agency,,,,
zcrm_1171216000014573221,99 Hippos - HO,Agency,£2.88 per day capped @ £12,NA,NA,NA
zcrm_1171216000014586041,Tradesite Lancs,Agency,£9.95 DRIVERS ONLY NON DRIVERS £13.00,£20,NA,£20
zcrm_1171216000014600373,Sugarman Health and Wellbeing Leeds,Agency,£15,NA,NA,NA
zcrm_1171216000014600651,Montgomery Scott,Agency,,,,
zcrm_1171216000014606821,RT Education,Agency,£2.88 per day capped @ £12,NA,NA,NA
zcrm_1171216000014614142,C4S Search,Agency,,,,
zcrm_1171216000014622285,Edstaff,Agency,,,,
zcrm_1171216000014622311,Millgate Group,Agency,,,,
zcrm_1171216000014683241,Michael Page,,,,,
zcrm_1171216000014683245,Michael Page Birmingham,Agency,,,,
zcrm_1171216000014697031,Digital RF,End Client,15.95,15.95,NA,NA
zcrm_1171216000014697041,Hepnall Primary School,End Client,NA,NA,NA,NA
zcrm_1171216000014697067,Bond Education,Agency,£2.88 per day capped @ £12,NA,NA,NA
zcrm_1171216000014697087,Success Appointments,Agency,£17.5,£17.5,NA,NA
zcrm_1171216000014728241,Vibe Teaching,Agency,,,,
zcrm_1171216000014739033,In-Dent Recruitment,Agency,,,,
zcrm_1171216000014755001,Fission Recruitment,Agency,,,,
zcrm_1171216000014948005,Woolf Group,Agency,,,,
zcrm_1171216000015017025,ODIN Recruitment,Agency,£20,£20,£20,£20
zcrm_1171216000015046733,Castle Recruitment Solutions,Agency,,,,
zcrm_1171216000015047759,Test Account 8,Agency,,,,
zcrm_1171216000015051039,Insight IT Recruitment Limited,Agency,26.90,26.90,,
zcrm_1171216000015062289,Capita Resourcing LTD,Agency,,,,
zcrm_1171216000015065097,Marske,,,,,
zcrm_1171216000015097039,Aston Carter,Agency,,,,
zcrm_1171216000015097495,Xcede,Agency,,,,
zcrm_1171216000015104033,Hunter Selection,Agency,£14,£24,NA,NA
zcrm_1171216000015121239,Pertemps Stoke,Agency,,,,
zcrm_1171216000015126623,Oxhey Hall Consulting,Agency,£19.5,£19.5,NA,NA
zcrm_1171216000015130005,Key Stage Personnel,Agency,,,,
zcrm_1171216000015141017,Melbreck Technical Recruitment,Agency,,,,
zcrm_1171216000015158001,Anton Mann,Agency,,,,
zcrm_1171216000015225001,Langley James,Agency,£20,£25,NA,NA
zcrm_1171216000015227097,Cordant People Essex,Agency,15.95,15.95,NA,15.95
zcrm_1171216000015270217,Lignum Recruitment,Agency,£21,£21,NA,£21
zcrm_1171216000015332001,Scot Staff - see notes,Agency,,,,
zcrm_1171216000015354021,Clarius Solutions,Agency,,,,
zcrm_1171216000015373169,Technical Network (pertemps),Agency,18.45,18.45,NA,NA
zcrm_1171216000015373761,APM Resource,Agency,15.95,15.95,NA,NA
zcrm_1171216000015381001,Hunter Wolff - see notes,Agency,,,,
zcrm_1171216000015473041,Streamline services,Agency,,,,
zcrm_1171216000015473049,stream,,,,,
zcrm_1171216000015557035,Maze People,Agency,,,,
zcrm_1171216000015751055,Baxter Williams,Agency,,,,
zcrm_1171216000015774013,Trilogy Partners,Agency,,,,
zcrm_1171216000015777033,Orion Engineering (Manchester),Agency,,,,
zcrm_1171216000015784161,Test Account,Agency,,,,
zcrm_1171216000015786159,Final Call,Agency,,,,
zcrm_1171216000015797005,Brookwood Recruitment (Birmingham),Agency,,,,
zcrm_1171216000015818155,PSI Global Specialist Recruitment Limited,Agency,£19,£19,NA,NA
zcrm_1171216000015822041,NRL Woking,Agency,17.95,17.95,NA,NA
zcrm_1171216000015880607,Southern Lights Ltd,Agency,,,,
zcrm_1171216000015892165,May and Stephens Construction,Agency,,,,
zcrm_1171216000015895106,Test Martin Brown,Agency,,,,
zcrm_1171216000015903325,ENS Recruitment Group,Agency,,,,
zcrm_1171216000015908186,Radtac ( duplicate) dont use,Agency,,,,
zcrm_1171216000015908190,Radtac -see notes,Agency,,,,
zcrm_1171216000015913023,Grafters Recruit,Agency,,,,
zcrm_1171216000015913037,RIG Recruitment Investment Group Ltd,Agency,,,,
zcrm_1171216000015944025,RJB Power,Agency,26.95,26.95,NA,26.95
zcrm_1171216000015951088,Tech People,Agency,£15,£22,NA,£22
zcrm_1171216000015989009,DAS Recruitment,Agency,,,,
zcrm_1171216000015989031,365 Talent Portal,Agency,,,,
zcrm_1171216000016003047,Violet Recruitment,Agency,,,,
zcrm_1171216000016013595,Ringham Hunter,Agency,£15,£15,NA,NA
zcrm_1171216000016036003,Manpower Sheffield,Agency,,,,
zcrm_1171216000016089005,Educate Staffing,Agency,,,,
zcrm_1171216000016089023,Manpower Birmingham,Agency,21.95,21.95,,21.95
zcrm_1171216000016106043,Hobson Prior,Agency,,,,
zcrm_1171216000016112919,Ivy Blu,Agency,,,,
zcrm_1171216000016115001,Nursing 2000,Agency,£5 per day capped at £20,NA,NA,NA
zcrm_1171216000016161075,Techniche Global,Agency,£27,£27,NA,NA
zcrm_1171216000016199011,Parkwood Healthcare LTD,Agency,,,,
zcrm_1171216000016202100,SPECTRUM RAIL LIMITED,Agency,,,,
zcrm_1171216000016225144,On Line People,Agency,,,,
zcrm_1171216000016225168,Bluebell Recruitment Services Ltd (Leeds branch),Agency,NA,NA,NA,NA
zcrm_1171216000016231863,NRL Glasgow,Agency,17.95,17.95,NA,NA
zcrm_1171216000016231965,Goodman Masson,Agency,£25,£25,NA,NA
zcrm_1171216000016236533,Teaching Personnel Leeds Bradford,Agency,2.88 per day capped at £12 per week,NA,NA,NA
zcrm_1171216000016262007,Locum People,Agency,Umbrella no Expenses - £5 a day  capped at £15.,Umbrella with Expenses flat £20 a week,NA,NA
zcrm_1171216000016351066,Inspire Education,Agency,,,,
zcrm_1171216000016351080,TXM Healthcare,Agency,,,,
zcrm_1171216000016356029,KDR Recruitment,Agency,,,,
zcrm_1171216000016360503,Morson International LONDON,Agency,,,,
zcrm_1171216000016432025,Unite Medical,,,,,
zcrm_1171216000016432045,A&E Agency,Agency,,,,
zcrm_1171216000016432363,Global Medics,,,,,
zcrm_1171216000016432383,Locum Vision,Agency,£9,£19,NA,NA
zcrm_1171216000016432403,DRC Locums,Agency,£18,£18,NA,NA
zcrm_1171216000016527153,Time4Recruitment - Bristol,Agency,,,,
zcrm_1171216000016636171,LSS Recruitment Services,Agency,£25,£25,NA,£25
zcrm_1171216000016693043,Impact Care Services,Agency,,,,
zcrm_1171216000016741005,Impact Teachers,Agency,,,,
zcrm_1171216000016788467,MRL Group,Agency,,,,
zcrm_1171216000016810033,Panoramic Associates,Agency,£19,£19,NA,NA
zcrm_1171216000016828267,Teaching Recruitment Education Solutions Ltd,Agency,£3 per day,NA,NA,NA
zcrm_1171216000016856008,Insight Engineering Recruitment Solutions,Agency,26.90,26.90,NA,NA
zcrm_1171216000016952005,Blueprint Recruitment Limited,Agency,,,,
zcrm_1171216000016952869,Hastings Direct,End Client,,,,
zcrm_1171216000016978645,Drs Direct,Agency,£19,£19,NA,NA
zcrm_1171216000017002049,Suitable Candidates,Agency,,,,
zcrm_1171216000017006681,Servoca Secure Solutions,Agency,,,,
zcrm_1171216000017006687,Servoca Resourcing Solutions,Agency,3.98 per day (capped at £15 per week maximum),3.98 per day (capped at £15 per week maximum),NA,3.98 per day (capped at £15 per week maximum)
zcrm_1171216000017009013,The Education Network Middlesbrough,Agency,,,,
zcrm_1171216000017009033,Lang,,,,,
zcrm_1171216000017009119,serv,,,,,
zcrm_1171216000017009191,Radley Green,Agency,£16,£16,NA,NA
zcrm_1171216000017101497,Wilde Consulting Engineers,End Client,,,,
zcrm_1171216000017135039,Firstpoint Healthcare London,Agency,£15,£15,NA,NA
zcrm_1171216000017135055,A+ Teachers,Agency,,,,
zcrm_1171216000017136525,Reed Victoria,Agency,,,,
zcrm_1171216000017149011,Opus IT Consulting Limited,Agency,,,,
zcrm_1171216000017158931,Human One,Agency,,,,
zcrm_1171216000017215527,Network Healthcare (Slough),Agency,£20,£20,NA,NA
zcrm_1171216000017318161,Select Recruitment,Agency,,,,
zcrm_1171216000017331093,Pertemps Medical - AHP/Nursing,Agency,£15,NA,NA,NA
zcrm_1171216000017340031,Servoca Nursing & Care,Agency,NA,NA,NA,NA
zcrm_1171216000017342567,Macdonald Mcewan,Agency,£20,£20,NA,NA
zcrm_1171216000017427251,Netforte,Agency,£20,£20,,
zcrm_1171216000017441037,Sola Group,Agency,£15,£15,NA,NA
zcrm_1171216000017523531,Academics (Regional),Agency,,,,
zcrm_1171216000017523541,Servoca Education,Agency,NA,NA,NA,NA
zcrm_1171216000017530017,Montague Swift Recruitment,Agency,,,,
zcrm_1171216000017564083,First Medical,Agency,£20,£20,NA,NA
zcrm_1171216000017574249,NES Fircroft (London),Agency,£17,£17,,
zcrm_1171216000017582309,Cromwell Medical,Agency,,,,
zcrm_1171216000017583023,Seven Resourcing (Engineering & Logistics),Agency,,,,
zcrm_1171216000017583063,TXM,,,,,
zcrm_1171216000017600015,Lynx Education,Agency,,,,
zcrm_1171216000017624343,Connect 4,Agency,£20,£20,NA,£20
zcrm_1171216000017648121,Genesis Personnel,Agency,£20,£20,,
zcrm_1171216000017671059,Seven Resourcing (Nursing),Agency,£26,£26,NA,NA
zcrm_1171216000017671275,Firstpoint Healthcare Birmingham,Agency,,,,
zcrm_1171216000017671291,Firstpoint Healthcare Leeds,Agency,,,,
zcrm_1171216000017671295,Firstpoint Healthcare Manchester,Agency,,,,
zcrm_1171216000017671299,Firstpoint Healthcare Sheffield,Agency,3.98 per day (capped at £15 per week maximum),3.98 per day (capped at £15 per week maximum),NA,NA
zcrm_1171216000017731707,Broster Buchanan,Agency,,,,
zcrm_1171216000017741504,Pennine Care NHS Foundation Trust,End Client,,,,
zcrm_1171216000017831013,Pay & Bill Manager,,,,,
zcrm_1171216000017831027,SKALA Technical Recruitment,Agency,,,,
zcrm_1171216000017881001,Prism 7 Recruitment,Agency,£20,£20,£20,£20
zcrm_1171216000017883001,Coben,,,,,
zcrm_1171216000017888001,The Locum Placement Group,Agency,,,,
zcrm_1171216000017888019,Pertemps Commercial Nottingham,Agency,,,,
zcrm_1171216000017951017,Imperial Medical Staffing,Agency,,,,
zcrm_1171216000017957005,Connect2Staff,Agency,£19,£19,£19,£19
zcrm_1171216000017971109,ASB CORPORATION LIMITED,Agency,£20,£20,NA,NA
zcrm_1171216000017971209,NC Healthcare,Agency,£21,£21,NA,NA
zcrm_1171216000018063303,Boston Rose,Agency,2.88 per day capped at £12 per week,NA,NA,NA
zcrm_1171216000018094783,Medics Pro,Agency,£14,NA,NA,NA
zcrm_1171216000018158125,Handystaff LTD,Agency,£15,NA,NA,£15
zcrm_1171216000018158279,Taylor Davenport,Agency,£19,£19,NA,NA
zcrm_1171216000018162085,RedCat Digital,Agency,,,,
zcrm_1171216000018186233,Workforce People Solutions Limited,Agency,,,,
zcrm_1171216000018198207,Harvey Nash (Ireland),Agency,,,,
zcrm_1171216000018198445,Harvey Nash (Bristol),Agency,,,,
zcrm_1171216000018207151,Harvey Nash (Birmingham),Agency,£15,£25,NA,NA
zcrm_1171216000018207187,Harvey Nash (Edinburgh),Agency,,,,
zcrm_1171216000018207203,Harvey Nash (Glasgow),Agency,,,,
zcrm_1171216000018247671,Oliver Bernard,Agency,,,,
zcrm_1171216000018273683,Harvey Nash (Leeds),Agency,,,,
zcrm_1171216000018288163,Holt Recruitment,Agency,£12,£15,NA,NA
zcrm_1171216000018344041,CCS Recruitment (When registering a worker Use agency account page Inspired Recruitment),Agency,,,,
zcrm_1171216000018478023,Valueleaf,Agency,,,,
zcrm_1171216000018516001,iBuild Recruitment,Agency,£15,£20,NA,£20
zcrm_1171216000018725007,Business Director,,,,,
zcrm_1171216000018796013,Eden Global,Agency,,,,
zcrm_1171216000018833015,Rubicon Consulting,Agency,£25,£25,NA,NA
zcrm_1171216000018859009,Assurance,Agency,,,,
zcrm_1171216000018875073,Harper Harrison,Agency,,,,
zcrm_1171216000018881055,LNS Recruitment  Limited,Agency,,,,
zcrm_1171216000018911017,Oakmead Audiology,End Client,£20.00 per month : worker doing one day a week.,£20.00 per month : worker doing one day a week.,NA,NA
zcrm_1171216000018951113,Total Construction Recruitment,Agency,"Up to 18 hrs = £11.95, 18 hrs + = £17.95","Up to 18 hrs = £11.95, 18 hrs + = £17.95",NA,"Up to 18 hrs = £11.95, 18 hrs + = £17.95"
zcrm_1171216000018978131,Advance Contracting Solutions,Agency,,,,
zcrm_1171216000018978159,Damco Solutions,End Client,£15,£15,NA,NA
zcrm_1171216000019029001,RM Group Holdings Limited,Agency,,,,
