Accounts Fee Code :,,,,,,
ACCOUNTID,Account Name,Account Type,Retained Margin Umbrella no Expenses,Retained Margin Umbrella with Expenses,Retained Margin Non CIS (SE),Retained Margin CIS
zcrm_1171216000004235149,Larchgrove Recruitment Centre,Agency,,,,
zcrm_1171216000004235150,M S P Recruitment Ltd,Agency,,,,
zcrm_1171216000004235151,M Y B P O S Ltd,Agency,,,,
zcrm_1171216000004235152,Margaret Hodge Recruitment,Agency,,,,
zcrm_1171216000004235153,McAdam King,Agency,,,,
zcrm_1171216000004235154,Meridian Business Support Glasgow,Agency,,,,
zcrm_1171216000004235155,Michael Page Glasgow,Agency,,,,
zcrm_1171216000004235158,Office Angels Glasgow,Agency,,,,
zcrm_1171216000004235159,Orion Rail & Training,Agency,,,,
zcrm_1171216000004235160,P T L,Agency,,,,
zcrm_1171216000004235161,Michael Page Cambridge,Agency,,,,
zcrm_1171216000004235162,Pareto Law Ltd,Agency,,,,
zcrm_1171216000004235163,People Solutions,Agency,,,,
zcrm_1171216000004235164,Pertemps Glasgow (George Street),Agency,,,,
zcrm_1171216000004235165,Pertemps Cumbernauld,Agency,,,,
zcrm_1171216000004235166,Pertemps Glasgow (Blairtummock Place),Agency,,,,
zcrm_1171216000004235167,Prime Time Recruitment Glasgow,Agency,,,,
zcrm_1171216000004235168,Primrose McMillan,Agency,,,,
zcrm_1171216000004235169,Progressive,Agency,,,,
zcrm_1171216000004235170,Randstad Care Glasgow (George Street),Agency,,,,
zcrm_1171216000004235171,Randstad Care Glasgow (St Vincent Place),Agency,,,,
zcrm_1171216000004235172,Recruit 4u Veterinary Ltd,Agency,,,,
zcrm_1171216000004235173,Recruiting UK,Agency,,,,
zcrm_1171216000004235174,Redpath UK,Agency,,,,
zcrm_1171216000004235177,Remploy Ltd,Agency,,,,
zcrm_1171216000004235178,S M S at Centrum,Agency,,,,
zcrm_1171216000004235179,S R G,Agency,,,,
zcrm_1171216000004235180,S W G R,Agency,,,,
zcrm_1171216000004235181,Sales Recruitment Network Ltd,Agency,,,,
zcrm_1171216000004235182,Sceneone,Agency,,,,
zcrm_1171216000004235183,Scottish Property Jobs,Agency,,,,
zcrm_1171216000004235184,Selective Recruitment,Agency,,,,
zcrm_1171216000004235185,Silbo Select Ltd,Agency,,,,
zcrm_1171216000004235186,Site Force Services Ltd,Agency,,,,
zcrm_1171216000004235187,Sky Blue Glasgow,Agency,,,,
zcrm_1171216000004235188,Solutions Driven,Agency,,,,
zcrm_1171216000004235189,Specialisterne,Agency,,,,
zcrm_1171216000004235190,Sport Careers Ltd,Agency,,,,
zcrm_1171216000004235191,Talented Aquisition,Agency,,,,
zcrm_1171216000004235192,Taylor Hopkinson Associates,Agency,,,,
zcrm_1171216000004235193,Topstaff Employment,Agency,,,,
zcrm_1171216000004235194,Tosfu Factory,Agency,,,,
zcrm_1171216000004235195,Tribepost,Agency,,,,
zcrm_1171216000004235196,V E Consultancy,Agency,,,,
zcrm_1171216000004235198,Xltec Recruitment Ltd,Agency,,,,
zcrm_1171216000004235199,A C S Recruitment Consultants,Agency,,,,
zcrm_1171216000004235200,A M R,Agency,,,,
zcrm_1171216000004235201,Adecco Liverpool,Agency,,,,
zcrm_1171216000004236403,All Time Health Care & Recruitment Agency Ltd,Agency,,,,
zcrm_1171216000004236404,Amanda Wright Recruitment Ltd,Agency,,,,
zcrm_1171216000004236405,Aspire Locums Northwest Ltd,Agency,,,,
zcrm_1171216000004236407,Best Connection Group Liverpool,Agency,,,,
zcrm_1171216000004236408,Birchfield,Agency,,,,
zcrm_1171216000004236409,Blue Arrow Liverpool,Agency,,,,
zcrm_1171216000004236410,Bluefire Consulting,Agency,£13.5,£25,NA,NA
zcrm_1171216000004236412,Brook Street Liverpool,Agency,,,,
zcrm_1171216000004236413,C V Associates Ltd,Agency,,,,
zcrm_1171216000004236414,Camp Leaders,Agency,,,,
zcrm_1171216000004236415,Canstaff,Agency,,,,
zcrm_1171216000004236417,Caring Services Agency,Agency,,,,
zcrm_1171216000004236419,Creative Training Ltd,Agency,,,,
zcrm_1171216000004236420,Driving Edge Ltd,Agency,,,,
zcrm_1171216000004236421,Forrest Recruitment Ltd,Agency,,,,
zcrm_1171216000004236422,Greengrape Solutions,Agency,,,,
zcrm_1171216000004236423,Hamilton Mann Group,Agency,,,,
zcrm_1171216000004236424,Hays Liverpool,Agency,,,,
zcrm_1171216000004236425,Industrial Workforce Ltd,Agency,18.45,18.45,NA,18.45
zcrm_1171216000004236426,Ingeus,Agency,,,,
zcrm_1171216000004236427,Jobwise Plc,Agency,,,,
zcrm_1171216000004236428,Kingsley Associates,Agency,,,,
zcrm_1171216000004236429,L F UK,Agency,,,,
zcrm_1171216000004236430,Lavoro Care,Agency,,,,
zcrm_1171216000004236431,Manpower Liverpool,Agency,21.95,21.95,,21.95
zcrm_1171216000004236432,Melia Engineering,Agency,,,,
zcrm_1171216000004236433,Page Personnel London City,Agency,,,,
zcrm_1171216000004236434,Morgan Ryder,Agency,,,,
zcrm_1171216000004236435,Network Health & Social Care,Agency,,,,
zcrm_1171216000004236436,Norton Bowers,Agency,,,,
zcrm_1171216000004236437,Oliver Consulting,Agency,,,,
zcrm_1171216000004236438,P T A Recruitment,Agency,,,,
zcrm_1171216000004236439,Pertemps People Development,Agency,,,,
zcrm_1171216000004236440,Pertemps Liverpool,Agency,,,,
zcrm_1171216000004236441,Proactive Personnel Liverpool,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000004236442,Randstad Education Liverpool,Agency,,,,
zcrm_1171216000004236443,Reason Recruitment Ltd,Agency,,,,
zcrm_1171216000004236444,Rec 2 Rec Liverpool,Agency,,,,
zcrm_1171216000004236445,Recruit 4 Liverpool,Agency,,,,
zcrm_1171216000004236446,Recruiting for Care,Agency,,,,
zcrm_1171216000004236448,Remploy,Agency,,,,
zcrm_1171216000004236449,Ritz Recruitment,Agency,,,,
zcrm_1171216000004236450,Robert Half Liverpool,Agency,,,,
zcrm_1171216000004236451,Rullion Liverpool,Agency,,,,
zcrm_1171216000004236452,S R S Logistics Ltd,Agency,,,,
zcrm_1171216000004236454,Simply Recruiting,Agency,,,,
zcrm_1171216000004236455,Smartsource GB Ltd,Agency,,,,
zcrm_1171216000004236456,Social Care Direct,Agency,,,,
zcrm_1171216000004236457,Source Financial Recruitment Ltd,Agency,,,,
zcrm_1171216000004236458,Tailored Recruitment Services Ltd,Agency,,,,
zcrm_1171216000004236459,Teaching Executive Ltd,Agency,,,,
zcrm_1171216000004236460,The Education Specialists,Agency,,,,
zcrm_1171216000004236461,The Workbank,Agency,,,,
zcrm_1171216000004236462,Top Gear Recruitment Liverpool,Agency,,,,
zcrm_1171216000004236463,Total Staff Services,Agency,,,,
zcrm_1171216000004236464,U5 Ltd,Agency,,,,
zcrm_1171216000004236465,360 Resourcing Solutions,Agency,,,,
zcrm_1171216000004236466,A4e Ltd,Agency,,,,
zcrm_1171216000004236467,Andersen Steinberg Ltd,Agency,,,,
zcrm_1171216000004236468,Budget Recruit,Agency,,,,
zcrm_1171216000004236469,C R G,Agency,,,,
zcrm_1171216000004236470,Clear Education,Agency,,,,
zcrm_1171216000004236471,Crosby & Perrin Recruitment Solutions,Agency,,,,
zcrm_1171216000004236472,Executive Sales Recruitment,Agency,,,,
zcrm_1171216000004236473,Financial Recruitment International Ltd,Agency,,,,
zcrm_1171216000004236474,Heeney Civils Ltd,Agency,,,,
zcrm_1171216000004236475,Hopgood Recruitment,Agency,,,,
zcrm_1171216000004236476,Jordans Employment Agency Ltd,Agency,,,,
zcrm_1171216000004236477,Lucam Consultancy,Agency,,,,
zcrm_1171216000004236478,Magnus Recruitment Services,Agency,,,,
zcrm_1171216000004236479,Recruit Right,Agency,,,,
zcrm_1171216000004236480,Red Rock Partnership,Agency,,,,
zcrm_1171216000004236482,Vantage Auto Recruit,Agency,,,,
zcrm_1171216000004236484,4 Financial Recruitment,Agency,,,,
zcrm_1171216000004236485,A A Appointments,Agency,,,,
zcrm_1171216000004236488,Actis Recruitment,Agency,,,,
zcrm_1171216000004236489,Adecco Manchester,Agency,,,,
zcrm_1171216000004236490,Advance Recruitment Solutions Ltd,Agency,,,,
zcrm_1171216000004236491,Advanced Search & Selection,Agency,,,,
zcrm_1171216000004236493,Aegis Care,Agency,,,,
zcrm_1171216000004236494,Air Resources Ltd,Agency,,,,
zcrm_1171216000004236495,All Trades Supplied Ltd,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000004236496,Anakin Seal Legal & I P S Insurance Recruitment Ltd,Agency,,,,
zcrm_1171216000004236497,Anna Adams Recruitment,Agency,,,,
zcrm_1171216000004236498,Anomaly Group Ltd,Agency,,,,
zcrm_1171216000004236499,Arguile Search,Agency,,,,
zcrm_1171216000004236500,Artemis Search Ltd,Agency,,,,
zcrm_1171216000004236501,Ascendys Ltd,Agency,,,,
zcrm_1171216000004236502,Austin Powell,Agency,,,,
zcrm_1171216000004236503,Avanta,Agency,,,,
zcrm_1171216000004236504,Axica Intelligent I T Recruitment,Agency,,,,
zcrm_1171216000004236505,B 2 W Complete Training,Agency,,,,
zcrm_1171216000004236506,BCL Legal,Agency,,,,
zcrm_1171216000004236507,B M S L Group,Agency,,,,
zcrm_1171216000004236510,B T G Recruitment,Agency,,,,
zcrm_1171216000004236512,Banzai People,Agency,,,,
zcrm_1171216000004236513,Barnes Frank Ltd,Agency,,,,
zcrm_1171216000004236514,Berkeley Scott,Agency,,,,
zcrm_1171216000004236515,Best Connection - Manchester,Agency,,,,
zcrm_1171216000004236516,Better Placed Recruitment,Agency,,,,
zcrm_1171216000004236517,Big Life Employment,Agency,,,,
zcrm_1171216000004236518,Blue Arrow Manchester (Trafford Park),Agency,,,,
zcrm_1171216000004236519,Blue Arrow Manchester (Fountain Street),Agency,,,,
zcrm_1171216000004236520,Bridgewater International Recruitment Direct,Agency,,,,
zcrm_1171216000004236521,C & M Recruitment Ltd,Agency,,,,
zcrm_1171216000004236523,Carbon 60 Manchester,Agency,£19,£19,NA,NA
zcrm_1171216000004236524,Cardea Resourcing,Agency,,,,
zcrm_1171216000004236525,Cast UK,Agency,,,,
zcrm_1171216000004236526,Catermatch Solutions,Agency,,,,
zcrm_1171216000004236528,Celsius,Agency,,,,
zcrm_1171216000004236529,Chadwick Nott,Agency,,,,
zcrm_1171216000004236530,Chrysalis Recruitment,Agency,,,,
zcrm_1171216000004236531,Circle Recruitment,Agency,,,,
zcrm_1171216000004236532,Citizen Recruitment,Agency,,,,
zcrm_1171216000004236533,Clarity Group,Agency,,,,
zcrm_1171216000004236534,Co,Agency,,,,
zcrm_1171216000004236535,Computer People,Agency,,,,
zcrm_1171216000004236537,Connex Education Manchester,Agency,,,,
zcrm_1171216000004236538,Core Talent Recruitment,Agency,26.90,26.90,NA,NA
zcrm_1171216000004236539,Creatives R Us,Agency,,,,
zcrm_1171216000004236540,D T Recruitment,Agency,,,,
zcrm_1171216000004236541,Detail 2 Retail,Agency,,,,
zcrm_1171216000004236542,Divine Call Care,Agency,,,,
zcrm_1171216000004236543,E E P Promotions,Agency,,,,
zcrm_1171216000004236544,E S P Ltd,Agency,,,,
zcrm_1171216000004236545,E T S Consulting,Agency,,,,
zcrm_1171216000004236546,Eden Brown Manchester,Agency,,,,
zcrm_1171216000004236548,Enterprise Sales Personnel Ltd,Agency,,,,
zcrm_1171216000004236549,Ex-cell Solutions Ltd,Agency,,,,
zcrm_1171216000004236550,Exchange Street,Agency,,,,
zcrm_1171216000004236552,F F O P,Agency,,,,
zcrm_1171216000004236553,Face Placements Ltd,Agency,,,,
zcrm_1171216000004236555,First Clinical,Agency,,,,
zcrm_1171216000004236556,Forrest Recruitment Manchester,Agency,,,,
zcrm_1171216000004236557,Forward Role Recruitment,Agency,£25,£25,,
zcrm_1171216000004236558,Freight Personnel,Agency,,,,
zcrm_1171216000004236560,Future Legal Recruitment Manchester Ltd,Agency,,,,
zcrm_1171216000004236561,Futuregen Recruitment Solutions,Agency,,,,
zcrm_1171216000004236562,G D People Ltd,Agency,,,,
zcrm_1171216000004236563,Georgiana Head Recruitment,Agency,,,,
zcrm_1171216000004236564,Go Dental Jobs Ltd,Agency,,,,
zcrm_1171216000004236565,Go'n Work Inn,Agency,,,,
zcrm_1171216000004236567,HVAC Recruitment Ltd,Agency,£13,£20,NA,NA
zcrm_1171216000004236568,Hanover Search & Selection Ltd,Agency,,,,
zcrm_1171216000004236569,Hays Manchester,Agency,,,,
zcrm_1171216000004236570,Hitchenor Wakeford Group,Agency,,,,
zcrm_1171216000004236571,Hoggett Bowers,Agency,,,,
zcrm_1171216000004236572,Housing Support,Agency,,,,
zcrm_1171216000004236573,Howgate Sable,Agency,,,,
zcrm_1171216000004236574,Hulton Walker Associates,Agency,,,,
zcrm_1171216000004236575,Hutton Services Ltd,Agency,£15,£15,NA,£15
zcrm_1171216000004236577,I H S,Agency,,,,
zcrm_1171216000004236578,I P S Group,Agency,,,,
zcrm_1171216000004236579,I Q Analytics,Agency,,,,
zcrm_1171216000004236581,Independent Appointments,Agency,,,,
zcrm_1171216000004236582,Instinct Resourcing Ltd,Agency,,,,
zcrm_1171216000004236583,Interact Consulting,Agency,,,,
zcrm_1171216000004236584,Interaction Recruitment Plc,Agency,,,,
zcrm_1171216000004236585,Internchina,Agency,,,,
zcrm_1171216000004236586,J S 3 Recruitment,Agency,,,,
zcrm_1171216000004236587,Jepson Holt Consulting,Agency,,,,
zcrm_1171216000004236588,Jobline Recruitment,Agency,,,,
zcrm_1171216000004236589,Joblink Ltd,Agency,,,,
zcrm_1171216000004236590,Judd Farris Recruitment,Agency,,,,
zcrm_1171216000004236591,Kelly Technical Services Manchester,Agency,,,,
zcrm_1171216000004236594,Kingsley Adams,Agency,,,,
zcrm_1171216000004236595,Knight Selection Ltd,Agency,,,,
zcrm_1171216000004236596,Linda Taylors,Agency,,,,
zcrm_1171216000004236597,Lipson Lloyd-jones,Agency,,,,
zcrm_1171216000004236598,Loft Talent Acquisition,Agency,,,,
zcrm_1171216000004236600,M Y Manchester Jobs,Agency,,,,
zcrm_1171216000004236601,Macdonald and Company Freelance Ltd,Agency,£19,£19,NA,NA
zcrm_1171216000004236602,Manchester Part Time Jobs,Agency,,,,
zcrm_1171216000004237803,Manchester Personnel,Agency,,,,
zcrm_1171216000004237804,Tapfin - Manpower,Agency,21.95,21.95,,21.95
zcrm_1171216000004237805,Mase Consulting Ltd,Agency,,,,
zcrm_1171216000004237807,McIver Knight Associates Ltd,Agency,,,,
zcrm_1171216000004237808,Michael Page Manchester,Agency,£20,£20,,
zcrm_1171216000004237809,Michael Page Bristol,Agency,,,,
zcrm_1171216000004237810,Midwood Technical Recruitment Ltd,Agency,,,,
zcrm_1171216000004237811,Modis,Agency,,,,
zcrm_1171216000004237812,Morgan Financial Search & Selection,Agency,,,,
zcrm_1171216000004237814,Network Marketing DUPLICATE,Agency,,,,
zcrm_1171216000004237815,Network Recruitment Ltd,Agency,,,,
zcrm_1171216000004237818,North Point Recruitment,Agency,,,,
zcrm_1171216000004237819,Octane Recruitment,Agency,,,,
zcrm_1171216000004237821,Office Angels Manchester,Agency,,,,
zcrm_1171216000004237822,Orchard,Agency,,,,
zcrm_1171216000004237823,P D S Resourcing Ltd,Agency,,,,
zcrm_1171216000004237824,Page Personnel Edinburgh,Agency,,,,
zcrm_1171216000004237826,Peak Achievers Ltd,Agency,,,,
zcrm_1171216000004237827,People Genius,Agency,,,,
zcrm_1171216000004237828,Piramid Care Services Ltd,Agency,,,,
zcrm_1171216000004237829,Place Recruit,Agency,,,,
zcrm_1171216000004237830,Platinum Financial Recruitment Ltd,Agency,,,,
zcrm_1171216000004237831,Pluswork Group,Agency,,,,
zcrm_1171216000004237832,Populus,Agency,,,,
zcrm_1171216000004237833,Premiere Employment Group Ltd,Agency,,,,
zcrm_1171216000004237834,Proactive Personnel Manchester,Agency,,,,
zcrm_1171216000004237835,Procura Interim Management,Agency,,,,
zcrm_1171216000004237836,Progressive Recruitment Ltd,Agency,21.95,21.95,,
zcrm_1171216000004237838,Pulse Jobs (Leeds),Agency,£20,£25,,
zcrm_1171216000004237839,Quest Search & Selection,Agency,,,,
zcrm_1171216000004237840,R H L,Agency,,,,
zcrm_1171216000004237841,RK Accountancy,Agency,rates £8.20 - £9.51 £20.00 £9.51 + £24.00,rates £8.20 - £9.51 £20.00 £9.51 + £24.00,NA,NA
zcrm_1171216000004237842,R3 Resourcing,Agency,,,,
zcrm_1171216000004237843,Rain Consultancy Group Ltd,Agency,,,,
zcrm_1171216000004237844,Randstad CPE,Agency,£15,£15,NA,£15
zcrm_1171216000004237845,Randstad Manchester (Oxford Street),Agency,,,,
zcrm_1171216000004237846,Raye of Sunshine Care Services Ltd,Agency,,,,
zcrm_1171216000004237848,Regent Recruitment UK Ltd,Agency,,,,
zcrm_1171216000004237849,Regular Forces Employment Association Ltd,Agency,,,,
zcrm_1171216000004237850,Resonate,Agency,,,,
zcrm_1171216000004237852,Ritz Recruitment Ltd,Agency,,,,
zcrm_1171216000004237853,Robert Half Manchester,Agency,,,,
zcrm_1171216000004237854,Roevin Management Services Ltd,Agency,,,,
zcrm_1171216000004237855,Routes Healthcare,Agency,,,,
zcrm_1171216000004237856,Rowan Group,Agency,,,,
zcrm_1171216000004237857,Ruth Halliday,Agency,,,,
zcrm_1171216000004237858,S L R Group,Agency,,,,
zcrm_1171216000004237859,S P I Global Recruitments,Agency,,,,
zcrm_1171216000004237860,S W G Elite Ltd,Agency,,,,
zcrm_1171216000004237861,Salford City Councils Human Resources,Agency,,,,
zcrm_1171216000004237863,Scout Executive Ltd,Agency,,,,
zcrm_1171216000004237865,Semseter Recruitment,Agency,,,,
zcrm_1171216000004237867,Skills & Work,Agency,,,,
zcrm_1171216000004237868,Skyscraper Jobs,Agency,,,,
zcrm_1171216000004237869,Spencer Ogden Manchester,Agency,£11,19.46,NA,NA
zcrm_1171216000004237870,Sphere Group,Agency,,,,
zcrm_1171216000004237872,Stafftech Ltd,Agency,,,,
zcrm_1171216000004237873,Standguide,Agency,,,,
zcrm_1171216000004237874,Stark Brooks Associates Ltd,Agency,,,,
zcrm_1171216000004237876,Success Appointments duplicate,Agency,,,,
zcrm_1171216000004237877,T B M Recruitment,Agency,,,,
zcrm_1171216000004237879,Tek Systems,Agency,,,,
zcrm_1171216000004237880,The Apprentice Academy,Agency,,,,
zcrm_1171216000004237881,The Candidate,Agency,,,,
zcrm_1171216000004237882,The Hill Group,Agency,,,,
zcrm_1171216000004237883,The M J R Group,Agency,,,,
zcrm_1171216000004237884,The Pluswork Group,Agency,,,,
zcrm_1171216000004237885,Thorn Baker Manchester,Agency,,,,
zcrm_1171216000004237886,Thummim Ltd,Agency,,,,
zcrm_1171216000004237887,Tindall Perry Partnership,Agency,,,,
zcrm_1171216000004237888,Transline Group Manchester,Agency,,,,
zcrm_1171216000004237889,Untapped Potential Ltd,Agency,,,,
zcrm_1171216000004237890,Urquhart Partnership Ltd,Agency,,,,
zcrm_1171216000004237891,V R S,Agency,,,,
zcrm_1171216000004237893,Veredus,Agency,,,,
zcrm_1171216000004237894,Voss Training & Recruitment Ltd,Agency,,,,
zcrm_1171216000004237895,Watson Moore,Agency,,,,
zcrm_1171216000004237896,White Label Recruitment,Agency,£25,£25,NA,NA
zcrm_1171216000004237897,William James Recruitment Ltd,Agency,,,,
zcrm_1171216000004237898,Work Solutions,Agency,,,,
zcrm_1171216000004237899,Workstars Global Ltd,Agency,,,,
zcrm_1171216000004237900,Yes-legal,Agency,,,,
zcrm_1171216000004237901,Your Talent Box Ltd,Agency,,,,
zcrm_1171216000004239003,Adecco Recruitment Solutions,,,,,
zcrm_1171216000004239005,Brook Street DUPLICATE,,,,,
zcrm_1171216000004247021,CRS Recruitment,Agency,,,,
zcrm_1171216000004260077,Corecom Consulting,Agency,25.95,25.95,NA,NA
zcrm_1171216000004260109,I-source IT,Agency,,,,
zcrm_1171216000004262109,Staff Right Associates,Agency,NA,NA,NA,NA
zcrm_1171216000004266098,Temp Trades,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000004285604,Cordant Dynamic,Agency,,,,
zcrm_1171216000004320145,E Years,Agency,,,,
zcrm_1171216000004320271,Key Stage Supply,Agency,,,,
zcrm_1171216000004320561,Blayze Group,Agency,,,,
zcrm_1171216000004320565,Blu Zinc,Agency,,,,
zcrm_1171216000004339001,The Staffing Network,Agency,"£11.95 up to £200, £16.95 over £201","£11.95 up to £200, £16.95 over £201",NA,NA
zcrm_1171216000004349630,Multi Trades Recruitment,Agency,,,,
zcrm_1171216000004350480,Global Highland,Agency,£22,£22,,£22
zcrm_1171216000004357025,Choice Teachers,Agency,26.90,26.90,NA,NA
zcrm_1171216000004357043,Virtue Recruitment,Agency,,,,
zcrm_1171216000004361579,ICDS,Agency,,,,
zcrm_1171216000004404181,Matrix,Agency,,,,
zcrm_1171216000004409001,Triton,Agency,£16.5,£16.5,NA,£16.5
zcrm_1171216000004451236,Smile Education,Agency,,,,
zcrm_1171216000004464330,Blayney Personnel Ltd,Agency,,,,
zcrm_1171216000004471001,Duplicate,Agency,,,,
zcrm_1171216000004488405,CRS Professionals,Agency,£16.5,£16.5,NA,NA
zcrm_1171216000004514250,Specialist Recruitment Partners ( SRP),Agency,,,,
zcrm_1171216000004534003,360 RECRUITMENT,Agency,£13,£15,NA,£15
zcrm_1171216000004534004,A & T Active,Agency,,,,
zcrm_1171216000004534005,A B A Consulting Ltd,Agency,,,,
zcrm_1171216000004534006,A B P M,Agency,,,,
zcrm_1171216000004534007,A T A Recruitment,Agency,,,,
zcrm_1171216000004534008,Accept Fusion,Agency,,,,
zcrm_1171216000004534009,Adecco Mansfield,Agency,,,,
zcrm_1171216000004534010,Adecco Chesterfield,Agency,,,,
zcrm_1171216000004534011,Adecco Nottingham,Agency,,,,
zcrm_1171216000004534013,Alexander Kaye Recruitment Ltd,Agency,,,,
zcrm_1171216000004534014,Allant Europe Ltd,Agency,,,,
zcrm_1171216000004534015,Allied Fort,Agency,,,,
zcrm_1171216000004534016,Alternative Direction,Agency,,,,
zcrm_1171216000004534021,Approach Personnel,Agency,,,,
zcrm_1171216000004534023,Ashley Kate H R,Agency,,,,
zcrm_1171216000004534024,Aston Murray Ltd,Agency,,,,
